Date,Away Team,Away Score,Home Team,Home Score,Season,Notes,Day,Winner,Loser
02-06-2023,New York Liberty,77,Chicago Sky,76,2023,Commissioner's Cup Game,Friday,New York Liberty,Chicago Sky
02-06-2023,Los Angeles Sparks,99,Phoenix Mercury,93,2023,Commissioner's Cup Game,Friday,Los Angeles Sparks,Phoenix Mercury
02-06-2023,Dallas Wings,74,Washington Mystics,75,2023,,Friday,Washington Mystics,Dallas Wings
03-06-2023,Seattle Storm,85,Los Angeles Sparks,92,2023,Commissioner's Cup Game,Saturday,Los Angeles Sparks,Seattle Storm
03-06-2023,Minnesota Lynx,80,Washington Mystics,78,2023,,Saturday,Minnesota Lynx,Washington Mystics
04-06-2023,Dallas Wings,74,Connecticut Sun,80,2023,,Sunday,Connecticut Sun,Dallas Wings
04-06-2023,Las Vegas Aces,84,Indiana Fever,80,2023,,Sunday,Las Vegas Aces,Indiana Fever
04-06-2023,Chicago Sky,86,New York Liberty,82,2023,Commissioner's Cup Game,Sunday,Chicago Sky,New York Liberty
06-06-2023,Indiana Fever,103,Chicago Sky,108,2023,Commissioner's Cup Game,Tuesday,Chicago Sky,Indiana Fever
06-06-2023,Las Vegas Aces,90,Connecticut Sun,84,2023,,Tuesday,Las Vegas Aces,Connecticut Sun
06-06-2023,Los Angeles Sparks,63,Seattle Storm,66,2023,Commissioner's Cup Game,Tuesday,Seattle Storm,Los Angeles Sparks
07-06-2023,Phoenix Mercury,79,Dallas Wings,84,2023,Commissioner's Cup Game,Wednesday,Dallas Wings,Phoenix Mercury
08-06-2023,Las Vegas Aces,77,Connecticut Sun,94,2023,,Thursday,Connecticut Sun,Las Vegas Aces
09-06-2023,New York Liberty,106,Atlanta Dream,83,2023,Commissioner's Cup Game,Friday,Atlanta Dream,New York Liberty
09-06-2023,Phoenix Mercury,77,Dallas Wings,90,2023,,Friday,Dallas Wings,Phoenix Mercury
09-06-2023,Chicago Sky,62,Los Angeles Sparks,77,2023,,Friday,Los Angeles Sparks,Chicago Sky
09-06-2023,Indiana Fever,71,Minnesota Lynx,69,2023,,Friday,Indiana Fever,Minnesota Lynx
09-06-2023,Washington Mystics,73,Seattle Storm,66,2023,,Friday,Washington Mystics,Seattle Storm
11-06-2023,Connecticut Sun,89,Atlanta Dream,77,2023,Commissioner's Cup Game,Sunday,Connecticut Sun,Atlanta Dream
11-06-2023,Phoenix Mercury,85,Indiana Fever,82,2023,,Sunday,Phoenix Mercury,Indiana Fever
11-06-2023,Chicago Sky,80,Las Vegas Aces,93,2023,,Sunday,Las Vegas Aces,Chicago Sky
11-06-2023,Los Angeles Sparks,86,Minnesota Lynx,91,2023,Commissioner's Cup Game,Sunday,Minnesota Lynx,Los Angeles Sparks
11-06-2023,Dallas Wings,93,New York Liberty,102,2023,,Sunday,Dallas Wings,New York Liberty
11-06-2023,Washington Mystics,71,Seattle Storm,65,2023,,Sunday,Washington Mystics,Seattle Storm
13-06-2023,Washington Mystics,66,Indiana Fever,87,2023,Commissioner's Cup Game,Tuesday,Indiana Fever,Washington Mystics
13-06-2023,Atlanta Dream,86,New York Liberty,79,2023,Commissioner's Cup Game,Tuesday,Atlanta Dream,New York Liberty
13-06-2023,Seattle Storm,83,Phoenix Mercury,69,2023,Commissioner's Cup Game,Tuesday,Seattle Storm,Phoenix Mercury
14-06-2023,Los Angeles Sparks,79,Dallas Wings,61,2023,Commissioner's Cup Game,Wednesday,Los Angeles Sparks,Dallas Wings
15-06-2023,Indiana Fever,92,Chicago Sky,90,2023,,Thursday,Indiana Fever,Chicago Sky
15-06-2023,Atlanta Dream,92,Connecticut Sun,88,2023,Commissioner's Cup Game,Thursday,Atlanta Dream,Connecticut Sun
15-06-2023,Seattle Storm,63,Las Vegas Aces,96,2023,Commissioner's Cup Game,Thursday,Las Vegas Aces,Seattle Storm
16-06-2023,Minnesota Lynx,77,Los Angeles Sparks,72,2023,Commissioner's Cup Game,Friday,Minnesota Lynx,Los Angeles Sparks
16-06-2023,Phoenix Mercury,69,Washington Mystics,88,2023,,Friday,Washington Mystics,Phoenix Mercury
17-06-2023,Seattle Storm,109,Dallas Wings,103,2023,Commissioner's Cup Game,Saturday,Seattle Storm,Dallas Wings
18-06-2023,Atlanta Dream,100,Indiana Fever,94,2023,Commissioner's Cup Game,Sunday,Indiana Fever,Atlanta Dream
18-06-2023,Connecticut Sun,83,Los Angeles Sparks,74,2023,,Sunday,Connecticut Sun,Los Angeles Sparks
18-06-2023,Minnesota Lynx,62,Las Vegas Aces,93,2023,,Sunday,Las Vegas Aces,Minnesota Lynx
18-06-2023,Phoenix Mercury,71,New York Liberty,89,2023,,Sunday,New York Liberty,Phoenix Mercury
18-06-2023,Chicago Sky,69,Washington Mystics,77,2023,Commissioner's Cup Game,Sunday,Washington Mystics,Chicago Sky
20-06-2023,Atlanta Dream,73,Dallas Wings,85,2023,,Tuesday,Dallas Wings,Atlanta Dream
20-06-2023,Minnesota Lynx,67,Los Angeles Sparks,61,2023,,Tuesday,Minnesota Lynx,Los Angeles Sparks
20-06-2023,Connecticut Sun,85,Seattle Storm,79,2023,,Tuesday,Connecticut Sun,Seattle Storm
21-06-2023,Las Vegas Aces,99,Phoenix Mercury,79,2023,Commissioner's Cup Game,Wednesday,Las Vegas Aces,Phoenix Mercury
22-06-2023,Washington Mystics,80,Chicago Sky,59,2023,,Thursday,Washington Mystics,Chicago Sky
22-06-2023,Connecticut Sun,89,Minnesota Lynx,68,2023,,Thursday,Connecticut Sun,Minnesota Lynx
22-06-2023,Indiana Fever,80,Seattle Storm,68,2023,,Thursday,Indiana Fever,Seattle Storm
23-06-2023,New York Liberty,110,Atlanta Dream,80,2023,,Friday,Atlanta Dream,New York Liberty
23-06-2023,Dallas Wings,74,Los Angeles Sparks,76,2023,Commissioner's Cup Game,Friday,Los Angeles Sparks,Dallas Wings
24-06-2023,Indiana Fever,88,Las Vegas Aces,101,2023,,Saturday,Indiana Fever,Las Vegas Aces
24-06-2023,Phoenix Mercury,74,Seattle Storm,97,2023,Commissioner's Cup Game,Saturday,Seattle Storm,Phoenix Mercury
25-06-2023,Chicago Sky,72,Connecticut Sun,96,2023,Commissioner's Cup Game,Sunday,Connecticut Sun,Chicago Sky
25-06-2023,Dallas Wings,83,Los Angeles Sparks,93,2023,,Sunday,Los Angeles Sparks,Dallas Wings
25-06-2023,Washington Mystics,88,New York Liberty,89,2023,Commissioner's Cup Game,Sunday,New York Liberty,Washington Mystics
26-06-2023,Indiana Fever,80,Las Vegas Aces,88,2023,,Monday,Las Vegas Aces,Indiana Fever
27-06-2023,New York Liberty,89,Connecticut Sun,81,2023,Commissioner's Cup Game,Tuesday,New York Liberty,Connecticut Sun
27-06-2023,Seattle Storm,93,Minnesota Lynx,104,2023,Commissioner's Cup Game,Tuesday,Seattle Storm,Minnesota Lynx
27-06-2023,Dallas Wings,77,Phoenix Mercury,62,2023,Commissioner's Cup Game,Tuesday,Dallas Wings,Phoenix Mercury
28-06-2023,Los Angeles Sparks,63,Chicago Sky,80,2023,,Wednesday,Chicago Sky,Los Angeles Sparks
28-06-2023,Atlanta Dream,86,Washington Mystics,109,2023,Commissioner's Cup Game,Wednesday,Atlanta Dream,Washington Mystics
29-06-2023,New York Liberty,81,Las Vegas Aces,98,2023,,Thursday,Las Vegas Aces,New York Liberty
29-06-2023,Indiana Fever,63,Phoenix Mercury,85,2023,,Thursday,Phoenix Mercury,Indiana Fever
29-06-2023,Minnesota Lynx,99,Seattle Storm,97,2023,Commissioner's Cup Game,Thursday,Minnesota Lynx,Seattle Storm
30-06-2023,Washington Mystics,89,Atlanta Dream,94,2023,Commissioner's Cup Game,Friday,Atlanta Dream,Washington Mystics
30-06-2023,Los Angeles Sparks,78,Chicago Sky,86,2023,,Friday,Chicago Sky,Los Angeles Sparks
01-07-2023,Connecticut Sun,84,Las Vegas Aces,102,2023,,Saturday,Connecticut Sun,Las Vegas Aces
01-07-2023,Minnesota Lynx,86,Phoenix Mercury,76,2023,,Saturday,Minnesota Lynx,Phoenix Mercury
02-07-2023,Los Angeles Sparks,84,Atlanta Dream,112,2023,,Sunday,Los Angeles Sparks,Atlanta Dream
02-07-2023,Washington Mystics,72,Dallas Wings,89,2023,,Sunday,Dallas Wings,Washington Mystics
02-07-2023,Chicago Sky,89,Indiana Fever,87,2023,Commissioner's Cup Game,Sunday,Chicago Sky,Indiana Fever
02-07-2023,New York Liberty,81,Seattle Storm,66,2023,,Sunday,New York Liberty,Seattle Storm
05-07-2023,Atlanta Dream,90,Los Angeles Sparks,79,2023,,Wednesday,Atlanta Dream,Los Angeles Sparks
05-07-2023,Dallas Wings,82,Las Vegas Aces,89,2023,Commissioner's Cup Game,Wednesday,Las Vegas Aces,Dallas Wings
05-07-2023,Indiana Fever,83,Minnesota Lynx,90,2023,,Wednesday,Minnesota Lynx,Indiana Fever
05-07-2023,Phoenix Mercury,95,New York Liberty,99,2023,,Wednesday,New York Liberty,Phoenix Mercury
06-07-2023,Seattle Storm,73,Connecticut Sun,93,2023,,Thursday,Connecticut Sun,Seattle Storm
07-07-2023,Atlanta Dream,82,Chicago Sky,68,2023,Commissioner's Cup Game,Friday,Atlanta Dream,Chicago Sky
07-07-2023,Las Vegas Aces,78,Dallas Wings,80,2023,Commissioner's Cup Game,Friday,Dallas Wings,Las Vegas Aces
07-07-2023,Phoenix Mercury,64,Minnesota Lynx,75,2023,Commissioner's Cup Game,Friday,Minnesota Lynx,Phoenix Mercury
07-07-2023,Indiana Fever,88,Washington Mystics,96,2023,Commissioner's Cup Game,Friday,Washington Mystics,Indiana Fever
08-07-2023,Seattle Storm,76,New York Liberty,80,2023,,Saturday,New York Liberty,Seattle Storm
09-07-2023,Atlanta Dream,88,Chicago Sky,77,2023,,Sunday,Atlanta Dream,Chicago Sky
09-07-2023,Washington Mystics,84,Connecticut Sun,92,2023,,Sunday,Connecticut Sun,Washington Mystics
09-07-2023,Dallas Wings,77,Indiana Fever,76,2023,,Sunday,Dallas Wings,Indiana Fever
09-07-2023,Las Vegas Aces,113,Minnesota Lynx,89,2023,Commissioner's Cup Game,Sunday,Minnesota Lynx,Las Vegas Aces
09-07-2023,Los Angeles Sparks,72,Phoenix Mercury,78,2023,,Sunday,Phoenix Mercury,Los Angeles Sparks
11-07-2023,Phoenix Mercury,72,Las Vegas Aces,98,2023,Commissioner's Cup Game,Tuesday,Las Vegas Aces,Phoenix Mercury
11-07-2023,Seattle Storm,86,Washington Mystics,93,2023,,Tuesday,Washington Mystics,Seattle Storm
12-07-2023,Seattle Storm,75,Atlanta Dream,85,2023,,Wednesday,Atlanta Dream,Seattle Storm
12-07-2023,Connecticut Sun,84,Chicago Sky,72,2023,Commissioner's Cup Game,Wednesday,Connecticut Sun,Chicago Sky
12-07-2023,New York Liberty,95,Indiana Fever,87,2023,Commissioner's Cup Game,Wednesday,New York Liberty,Indiana Fever
12-07-2023,Las Vegas Aces,97,Los Angeles Sparks,78,2023,,Wednesday,Las Vegas Aces,Los Angeles Sparks
12-07-2023,Dallas Wings,107,Minnesota Lynx,67,2023,Commissioner's Cup Game,Wednesday,Minnesota Lynx,Dallas Wings
18-07-2023,Minnesota Lynx,73,Atlanta Dream,82,2023,,Tuesday,Atlanta Dream,Minnesota Lynx
18-07-2023,Connecticut Sun,66,Phoenix Mercury,72,2023,,Tuesday,Phoenix Mercury,Connecticut Sun
19-07-2023,Dallas Wings,98,New York Liberty,88,2023,,Wednesday,Dallas Wings,New York Liberty
19-07-2023,Indiana Fever,82,Washington Mystics,76,2023,,Wednesday,Indiana Fever,Washington Mystics
20-07-2023,Atlanta Dream,71,Connecticut Sun,82,2023,,Thursday,Connecticut Sun,Atlanta Dream
20-07-2023,Los Angeles Sparks,70,Minnesota Lynx,73,2023,,Thursday,Minnesota Lynx,Los Angeles Sparks
20-07-2023,Chicago Sky,62,Phoenix Mercury,80,2023,,Thursday,Phoenix Mercury,Chicago Sky
20-07-2023,Las Vegas Aces,79,Seattle Storm,63,2023,,Thursday,Las Vegas Aces,Seattle Storm
21-07-2023,New York Liberty,96,Washington Mystics,87,2023,,Friday,New York Liberty,Washington Mystics
22-07-2023,Connecticut Sun,86,Atlanta Dream,78,2023,,Saturday,Connecticut Sun,Atlanta Dream
22-07-2023,Los Angeles Sparks,84,Dallas Wings,98,2023,,Saturday,Dallas Wings,Los Angeles Sparks
22-07-2023,Las Vegas Aces,98,Minnesota Lynx,81,2023,,Saturday,Las Vegas Aces,Minnesota Lynx
22-07-2023,Chicago Sky,90,Seattle Storm,75,2023,,Saturday,Chicago Sky,Seattle Storm
23-07-2023,Indiana Fever,83,New York Liberty,101,2023,,Sunday,Indiana Fever,New York Liberty
23-07-2023,Phoenix Mercury,69,Washington Mystics,84,2023,,Sunday,Washington Mystics,Phoenix Mercury
25-07-2023,Phoenix Mercury,65,Atlanta Dream,78,2023,,Tuesday,Atlanta Dream,Phoenix Mercury
25-07-2023,Las Vegas Aces,107,Chicago Sky,95,2023,,Tuesday,Chicago Sky,Las Vegas Aces
25-07-2023,Connecticut Sun,88,Dallas Wings,83,2023,,Tuesday,Connecticut Sun,Dallas Wings
25-07-2023,Indiana Fever,78,Los Angeles Sparks,79,2023,,Tuesday,Los Angeles Sparks,Indiana Fever
25-07-2023,Seattle Storm,82,New York Liberty,86,2023,,Tuesday,New York Liberty,Seattle Storm
26-07-2023,Washington Mystics,92,Minnesota Lynx,97,2023,,Wednesday,Minnesota Lynx,Washington Mystics
27-07-2023,Indiana Fever,68,Los Angeles Sparks,81,2023,,Thursday,Los Angeles Sparks,Indiana Fever
27-07-2023,Atlanta Dream,84,New York Liberty,95,2023,,Thursday,New York Liberty,Atlanta Dream
28-07-2023,Seattle Storm,83,Chicago Sky,74,2023,,Friday,Seattle Storm,Chicago Sky
28-07-2023,Washington Mystics,62,Dallas Wings,90,2023,,Friday,Dallas Wings,Washington Mystics
28-07-2023,Minnesota Lynx,88,New York Liberty,83,2023,,Friday,Minnesota Lynx,New York Liberty
30-07-2023,Washington Mystics,73,Atlanta Dream,80,2023,,Sunday,Atlanta Dream,Washington Mystics
30-07-2023,Phoenix Mercury,85,Chicago Sky,104,2023,,Sunday,Phoenix Mercury,Chicago Sky
30-07-2023,Minnesota Lynx,87,Connecticut Sun,83,2023,,Sunday,Minnesota Lynx,Connecticut Sun
30-07-2023,Seattle Storm,85,Indiana Fever,62,2023,,Sunday,Seattle Storm,Indiana Fever
30-07-2023,New York Liberty,87,Los Angeles Sparks,79,2023,,Sunday,New York Liberty,Los Angeles Sparks
30-07-2023,Dallas Wings,91,Las Vegas Aces,104,2023,,Sunday,Dallas Wings,Las Vegas Aces
01-08-2023,Minnesota Lynx,69,Connecticut Sun,79,2023,,Tuesday,Connecticut Sun,Minnesota Lynx
01-08-2023,Phoenix Mercury,71,Indiana Fever,72,2023,,Tuesday,Indiana Fever,Phoenix Mercury
01-08-2023,New York Liberty,76,Los Angeles Sparks,69,2023,,Tuesday,New York Liberty,Los Angeles Sparks
01-08-2023,Atlanta Dream,72,Las Vegas Aces,93,2023,,Tuesday,Las Vegas Aces,Atlanta Dream
02-08-2023,Dallas Wings,76,Seattle Storm,65,2023,,Wednesday,Dallas Wings,Seattle Storm
03-08-2023,Atlanta Dream,71,Phoenix Mercury,91,2023,,Thursday,Phoenix Mercury,Atlanta Dream
04-08-2023,Chicago Sky,104,Dallas Wings,89,2023,,Friday,Dallas Wings,Chicago Sky
04-08-2023,Connecticut Sun,88,Indiana Fever,72,2023,,Friday,Connecticut Sun,Indiana Fever
04-08-2023,New York Liberty,76,Minnesota Lynx,66,2023,,Friday,New York Liberty,Minnesota Lynx
04-08-2023,Los Angeles Sparks,77,Washington Mystics,79,2023,,Friday,Washington Mystics,Los Angeles Sparks
05-08-2023,Seattle Storm,97,Phoenix Mercury,91,2023,,Saturday,Seattle Storm,Phoenix Mercury
06-08-2023,Indiana Fever,73,Atlanta Dream,82,2023,,Sunday,Atlanta Dream,Indiana Fever
06-08-2023,Chicago Sky,104,Dallas Wings,96,2023,,Sunday,Dallas Wings,Chicago Sky
06-08-2023,Las Vegas Aces,61,New York Liberty,99,2023,,Sunday,New York Liberty,Las Vegas Aces
06-08-2023,Los Angeles Sparks,91,Washington Mystics,83,2023,,Sunday,Los Angeles Sparks,Washington Mystics
08-08-2023,Minnesota Lynx,88,Chicago Sky,79,2023,,Tuesday,Minnesota Lynx,Chicago Sky
08-08-2023,Las Vegas Aces,104,Dallas Wings,84,2023,,Tuesday,Dallas Wings,Las Vegas Aces
08-08-2023,Los Angeles Sparks,87,Indiana Fever,80,2023,,Tuesday,Los Angeles Sparks,Indiana Fever
08-08-2023,Washington Mystics,72,Phoenix Mercury,91,2023,,Tuesday,Phoenix Mercury,Washington Mystics
08-08-2023,Connecticut Sun,81,Seattle Storm,69,2023,,Tuesday,Connecticut Sun,Seattle Storm
10-08-2023,Minnesota Lynx,73,Indiana Fever,91,2023,,Thursday,Indiana Fever,Minnesota Lynx
10-08-2023,Connecticut Sun,84,Phoenix Mercury,90,2023,,Thursday,Phoenix Mercury,Connecticut Sun
10-08-2023,Atlanta Dream,67,Seattle Storm,68,2023,,Thursday,Seattle Storm,Atlanta Dream
11-08-2023,Washington Mystics,89,Las Vegas Aces,113,2023,,Friday,Washington Mystics,Las Vegas Aces
11-08-2023,Chicago Sky,73,New York Liberty,89,2023,,Friday,New York Liberty,Chicago Sky
12-08-2023,Connecticut Sun,81,Dallas Wings,91,2023,,Saturday,Dallas Wings,Connecticut Sun
12-08-2023,Atlanta Dream,74,Los Angeles Sparks,85,2023,,Saturday,Los Angeles Sparks,Atlanta Dream
13-08-2023,New York Liberty,100,Indiana Fever,89,2023,,Sunday,Indiana Fever,New York Liberty
13-08-2023,Atlanta Dream,65,Las Vegas Aces,86,2023,,Sunday,Las Vegas Aces,Atlanta Dream
13-08-2023,Phoenix Mercury,71,Seattle Storm,81,2023,,Sunday,Seattle Storm,Phoenix Mercury
13-08-2023,Chicago Sky,76,Washington Mystics,83,2023,,Sunday,Washington Mystics,Chicago Sky
17-08-2023,New York Liberty,75,Las Vegas Aces,88,2023,,Thursday,Las Vegas Aces,New York Liberty
18-08-2023,Chicago Sky,67,Atlanta Dream,78,2023,,Friday,Atlanta Dream,Chicago Sky
18-08-2023,Dallas Wings,95,Connecticut Sun,75,2023,,Friday,Dallas Wings,Connecticut Sun
18-08-2023,Washington Mystics,83,Indiana Fever,79,2023,,Friday,Washington Mystics,Indiana Fever
18-08-2023,New York Liberty,85,Phoenix Mercury,63,2023,,Friday,New York Liberty,Phoenix Mercury
18-08-2023,Minnesota Lynx,78,Seattle Storm,70,2023,,Friday,Minnesota Lynx,Seattle Storm
19-08-2023,Los Angeles Sparks,78,Las Vegas Aces,72,2023,,Saturday,Los Angeles Sparks,Las Vegas Aces
20-08-2023,Connecticut Sun,79,Chicago Sky,73,2023,,Sunday,Connecticut Sun,Chicago Sky
20-08-2023,Seattle Storm,88,Minnesota Lynx,74,2023,,Sunday,Seattle Storm,Minnesota Lynx
20-08-2023,Indiana Fever,83,Phoenix Mercury,73,2023,,Sunday,Indiana Fever,Phoenix Mercury
20-08-2023,Dallas Wings,97,Washington Mystics,84,2023,,Sunday,Dallas Wings,Washington Mystics
22-08-2023,Las Vegas Aces,112,Atlanta Dream,100,2023,,Tuesday,Las Vegas Aces,Atlanta Dream
22-08-2023,Seattle Storm,79,Chicago Sky,102,2023,,Tuesday,Seattle Storm,Chicago Sky
22-08-2023,Dallas Wings,86,Minnesota Lynx,91,2023,,Tuesday,Minnesota Lynx,Dallas Wings
22-08-2023,Connecticut Sun,68,Washington Mystics,64,2023,,Tuesday,Connecticut Sun,Washington Mystics
23-08-2023,Phoenix Mercury,62,Los Angeles Sparks,91,2023,,Wednesday,Los Angeles Sparks,Phoenix Mercury
24-08-2023,Las Vegas Aces,94,Chicago Sky,87,2023,,Thursday,Las Vegas Aces,Chicago Sky
24-08-2023,New York Liberty,95,Connecticut Sun,90,2023,,Thursday,New York Liberty,Connecticut Sun
24-08-2023,Minnesota Lynx,90,Dallas Wings,81,2023,,Thursday,Minnesota Lynx,Dallas Wings
24-08-2023,Seattle Storm,86,Indiana Fever,90,2023,,Thursday,Indiana Fever,Seattle Storm
25-08-2023,Los Angeles Sparks,83,Atlanta Dream,78,2023,,Friday,Los Angeles Sparks,Atlanta Dream
26-08-2023,New York Liberty,111,Minnesota Lynx,76,2023,,Saturday,Minnesota Lynx,New York Liberty
26-08-2023,Las Vegas Aces,62,Washington Mystics,78,2023,,Saturday,Washington Mystics,Las Vegas Aces
27-08-2023,Los Angeles Sparks,68,Connecticut Sun,83,2023,,Sunday,Connecticut Sun,Los Angeles Sparks
27-08-2023,Atlanta Dream,80,Indiana Fever,83,2023,,Sunday,Indiana Fever,Atlanta Dream
27-08-2023,Dallas Wings,77,Phoenix Mercury,74,2023,,Sunday,Dallas Wings,Phoenix Mercury
27-08-2023,Chicago Sky,90,Seattle Storm,85,2023,,Sunday,Chicago Sky,Seattle Storm
28-08-2023,Las Vegas Aces,85,New York Liberty,94,2023,,Monday,New York Liberty,Las Vegas Aces
29-08-2023,Phoenix Mercury,76,Atlanta Dream,94,2023,,Tuesday,Atlanta Dream,Phoenix Mercury
29-08-2023,Chicago Sky,76,Los Angeles Sparks,75,2023,,Tuesday,Chicago Sky,Los Angeles Sparks
29-08-2023,Minnesota Lynx,72,Washington Mystics,83,2023,,Tuesday,Washington Mystics,Minnesota Lynx
31-08-2023,Phoenix Mercury,74,Connecticut Sun,84,2023,,Thursday,Connecticut Sun,Phoenix Mercury
31-08-2023,Seattle Storm,72,Los Angeles Sparks,61,2023,,Thursday,Seattle Storm,Los Angeles Sparks
31-08-2023,Washington Mystics,75,Las Vegas Aces,84,2023,,Thursday,Las Vegas Aces,Washington Mystics
01-09-2023,Dallas Wings,110,Indiana Fever,100,2023,,Friday,Dallas Wings,Indiana Fever
01-09-2023,Atlanta Dream,85,Minnesota Lynx,91,2023,,Friday,Minnesota Lynx,Atlanta Dream
01-09-2023,Connecticut Sun,58,New York Liberty,89,2023,,Friday,New York Liberty,Connecticut Sun
02-09-2023,Seattle Storm,77,Las Vegas Aces,103,2023,,Saturday,Seattle Storm,Las Vegas Aces
03-09-2023,New York Liberty,86,Chicago Sky,69,2023,,Sunday,New York Liberty,Chicago Sky
03-09-2023,Indiana Fever,97,Dallas Wings,84,2023,,Sunday,Indiana Fever,Dallas Wings
03-09-2023,Washington Mystics,64,Los Angeles Sparks,72,2023,,Sunday,Los Angeles Sparks,Washington Mystics
03-09-2023,Phoenix Mercury,73,Minnesota Lynx,86,2023,,Sunday,Minnesota Lynx,Phoenix Mercury
05-09-2023,Los Angeles Sparks,76,Connecticut Sun,90,2023,,Tuesday,Connecticut Sun,Los Angeles Sparks
05-09-2023,New York Liberty,94,Dallas Wings,93,2023,,Tuesday,New York Liberty,Dallas Wings
05-09-2023,Chicago Sky,96,Indiana Fever,69,2023,,Tuesday,Chicago Sky,Indiana Fever
05-09-2023,Washington Mystics,100,Phoenix Mercury,77,2023,,Tuesday,Phoenix Mercury,Washington Mystics
06-09-2023,Seattle Storm,68,Atlanta Dream,79,2023,,Wednesday,Atlanta Dream,Seattle Storm
07-09-2023,Los Angeles Sparks,89,New York Liberty,96,2023,,Thursday,New York Liberty,Los Angeles Sparks
08-09-2023,Minnesota Lynx,87,Chicago Sky,92,2023,,Friday,Chicago Sky,Minnesota Lynx
08-09-2023,Indiana Fever,59,Connecticut Sun,76,2023,,Friday,Connecticut Sun,Indiana Fever
08-09-2023,Seattle Storm,91,Dallas Wings,106,2023,,Friday,Seattle Storm,Dallas Wings
08-09-2023,Las Vegas Aces,94,Phoenix Mercury,73,2023,,Friday,Las Vegas Aces,Phoenix Mercury
08-09-2023,Atlanta Dream,80,Washington Mystics,75,2023,,Friday,Atlanta Dream,Washington Mystics
10-09-2023,Dallas Wings,94,Atlanta Dream,77,2023,,Sunday,Dallas Wings,Atlanta Dream
10-09-2023,Chicago Sky,102,Connecticut Sun,91,2023,,Sunday,Connecticut Sun,Chicago Sky
10-09-2023,Minnesota Lynx,72,Indiana Fever,87,2023,,Sunday,Indiana Fever,Minnesota Lynx
10-09-2023,Phoenix Mercury,85,Las Vegas Aces,100,2023,,Sunday,Phoenix Mercury,Las Vegas Aces
10-09-2023,Washington Mystics,90,New York Liberty,88,2023,,Sunday,Washington Mystics,New York Liberty
10-09-2023,Los Angeles Sparks,91,Seattle Storm,89,2023,,Sunday,Los Angeles Sparks,Seattle Storm
13-09-2023,Minnesota Lynx,60,Connecticut Sun,90,2023,,Wednesday,Connecticut Sun,Minnesota Lynx
13-09-2023,Chicago Sky,59,Las Vegas Aces,87,2023,,Wednesday,Las Vegas Aces,Chicago Sky
15-09-2023,Atlanta Dream,82,Dallas Wings,94,2023,,Friday,Dallas Wings,Atlanta Dream
15-09-2023,Washington Mystics,75,New York Liberty,90,2023,,Friday,New York Liberty,Washington Mystics
17-09-2023,Minnesota Lynx,82,Connecticut Sun,75,2023,,Sunday,Minnesota Lynx,Connecticut Sun
17-09-2023,Chicago Sky,70,Las Vegas Aces,92,2023,,Sunday,Las Vegas Aces,Chicago Sky
19-09-2023,Atlanta Dream,74,Dallas Wings,101,2023,,Tuesday,Atlanta Dream,Dallas Wings
19-09-2023,Washington Mystics,85,New York Liberty,90,2023,,Tuesday,New York Liberty,Washington Mystics
20-09-2023,Connecticut Sun,90,Minnesota Lynx,75,2023,,Wednesday,Connecticut Sun,Minnesota Lynx
24-09-2023,Dallas Wings,83,Las Vegas Aces,97,2023,,Sunday,Las Vegas Aces,Dallas Wings
24-09-2023,Connecticut Sun,78,New York Liberty,63,2023,,Sunday,Connecticut Sun,New York Liberty
26-09-2023,Dallas Wings,84,Las Vegas Aces,91,2023,,Tuesday,Las Vegas Aces,Dallas Wings
26-09-2023,Connecticut Sun,77,New York Liberty,84,2023,,Tuesday,New York Liberty,Connecticut Sun
29-09-2023,New York Liberty,92,Connecticut Sun,81,2023,,Friday,New York Liberty,Connecticut Sun
29-09-2023,Las Vegas Aces,64,Dallas Wings,61,2023,,Friday,Las Vegas Aces,Dallas Wings
01-10-2023,New York Liberty,87,Connecticut Sun,84,2023,,Sunday,New York Liberty,Connecticut Sun
08-10-2023,New York Liberty,82,Las Vegas Aces,99,2023,,Sunday,Las Vegas Aces,New York Liberty
11-10-2023,New York Liberty,76,Las Vegas Aces,104,2023,,Wednesday,New York Liberty,Las Vegas Aces
15-10-2023,Las Vegas Aces,73,New York Liberty,87,2023,,Sunday,New York Liberty,Las Vegas Aces
18-10-2023,Las Vegas Aces,70,New York Liberty,69,2023,,Wednesday,Las Vegas Aces,New York Liberty
14-05-2024,Indiana Fever,71,Connecticut Sun,92,2024,,Tuesday,Connecticut Sun,Indiana Fever
14-05-2024,Phoenix Mercury,80,Las Vegas Aces,89,2024,,Tuesday,Las Vegas Aces,Phoenix Mercury
14-05-2024,Minnesota Lynx,83,Seattle Storm,70,2024,,Tuesday,Minnesota Lynx,Seattle Storm
14-05-2024,New York Liberty,85,Washington Mystics,80,2024,,Tuesday,New York Liberty,Washington Mystics
15-05-2024,Chicago Sky,79,Dallas Wings,87,2024,,Wednesday,Dallas Wings,Chicago Sky
15-05-2024,Atlanta Dream,92,Los Angeles Sparks,81,2024,,Wednesday,Atlanta Dream,Los Angeles Sparks
16-05-2024,New York Liberty,102,Indiana Fever,66,2024,,Thursday,Indiana Fever,New York Liberty
17-05-2024,Washington Mystics,77,Connecticut Sun,84,2024,,Friday,Connecticut Sun,Washington Mystics
17-05-2024,Seattle Storm,93,Minnesota Lynx,102,2024,,Friday,Seattle Storm,Minnesota Lynx
18-05-2024,Chicago Sky,83,Dallas Wings,74,2024,,Saturday,Chicago Sky,Dallas Wings
