Date,Away Team,Away Score,Home Team,Home Score,Season,Notes,Day,Winner,Loser
18-05-2024,Los Angeles Sparks,82,Las Vegas Aces,89,2024,,Saturday,Las Vegas Aces,Los Angeles Sparks
18-05-2024,Indiana Fever,80,New York Liberty,91,2024,,Saturday,New York Liberty,Indiana Fever
18-05-2024,Atlanta Dream,85,Phoenix Mercury,88,2024,,Saturday,Phoenix Mercury,Atlanta Dream
19-05-2024,Seattle Storm,84,Washington Mystics,75,2024,,Sunday,Seattle Storm,Washington Mystics
20-05-2024,Connecticut Sun,88,Indiana Fever,84,2024,,Monday,Connecticut Sun,Indiana Fever
20-05-2024,Seattle Storm,63,New York Liberty,74,2024,,Monday,New York Liberty,Seattle Storm
21-05-2024,Dallas Wings,78,Atlanta Dream,83,2024,,Tuesday,Atlanta Dream,Dallas Wings
21-05-2024,Washington Mystics,68,Los Angeles Sparks,70,2024,,Tuesday,Los Angeles Sparks,Washington Mystics
21-05-2024,Phoenix Mercury,98,Las Vegas Aces,88,2024,,Tuesday,Phoenix Mercury,Las Vegas Aces
22-05-2024,Indiana Fever,83,Seattle Storm,85,2024,,Wednesday,Seattle Storm,Indiana Fever
23-05-2024,Minnesota Lynx,82,Connecticut Sun,83,2024,,Thursday,Connecticut Sun,Minnesota Lynx
23-05-2024,Chicago Sky,90,New York Liberty,81,2024,,Thursday,Chicago Sky,New York Liberty
23-05-2024,Washington Mystics,80,Phoenix Mercury,83,2024,,Thursday,Phoenix Mercury,Washington Mystics
24-05-2024,Indiana Fever,78,Los Angeles Sparks,73,2024,,Friday,Indiana Fever,Los Angeles Sparks
25-05-2024,Connecticut Sun,86,Chicago Sky,82,2024,,Saturday,Connecticut Sun,Chicago Sky
25-05-2024,Indiana Fever,80,Las Vegas Aces,99,2024,,Saturday,Las Vegas Aces,Indiana Fever
25-05-2024,New York Liberty,67,Minnesota Lynx,84,2024,,Saturday,Minnesota Lynx,New York Liberty
25-05-2024,Dallas Wings,107,Phoenix Mercury,92,2024,,Saturday,Phoenix Mercury,Dallas Wings
25-05-2024,Washington Mystics,69,Seattle Storm,101,2024,,Saturday,Washington Mystics,Seattle Storm
26-05-2024,Minnesota Lynx,92,Atlanta Dream,79,2024,,Sunday,Minnesota Lynx,Atlanta Dream
26-05-2024,Dallas Wings,84,Los Angeles Sparks,83,2024,,Sunday,Dallas Wings,Los Angeles Sparks
28-05-2024,Seattle Storm,77,Chicago Sky,68,2024,,Tuesday,Seattle Storm,Chicago Sky
28-05-2024,Phoenix Mercury,47,Connecticut Sun,70,2024,,Tuesday,Connecticut Sun,Phoenix Mercury
28-05-2024,Los Angeles Sparks,88,Indiana Fever,82,2024,,Tuesday,Los Angeles Sparks,Indiana Fever
29-05-2024,Las Vegas Aces,80,Minnesota Lynx,66,2024,,Wednesday,Las Vegas Aces,Minnesota Lynx
29-05-2024,Phoenix Mercury,78,New York Liberty,81,2024,,Wednesday,New York Liberty,Phoenix Mercury
29-05-2024,Atlanta Dream,73,Washington Mystics,67,2024,,Wednesday,Atlanta Dream,Washington Mystics
30-05-2024,Los Angeles Sparks,73,Chicago Sky,83,2024,,Thursday,Chicago Sky,Los Angeles Sparks
30-05-2024,Seattle Storm,103,Indiana Fever,88,2024,,Thursday,Indiana Fever,Seattle Storm
31-05-2024,Las Vegas Aces,74,Atlanta Dream,78,2024,,Friday,Atlanta Dream,Las Vegas Aces
31-05-2024,Dallas Wings,72,Connecticut Sun,74,2024,,Friday,Connecticut Sun,Dallas Wings
31-05-2024,Phoenix Mercury,71,Minnesota Lynx,95,2024,,Friday,Minnesota Lynx,Phoenix Mercury
31-05-2024,Washington Mystics,79,New York Liberty,90,2024,,Friday,New York Liberty,Washington Mystics
01-06-2024,Chicago Sky,70,Indiana Fever,71,2024,Commissioner's Cup Game,Saturday,Indiana Fever,Chicago Sky
02-06-2024,Connecticut Sun,69,Atlanta Dream,50,2024,Commissioner's Cup Game,Sunday,Connecticut Sun,Atlanta Dream
02-06-2024,Dallas Wings,76,Minnesota Lynx,87,2024,Commissioner's Cup Game,Sunday,Minnesota Lynx,Dallas Wings
02-06-2024,Indiana Fever,68,New York Liberty,104,2024,Commissioner's Cup Game,Sunday,Indiana Fever,New York Liberty
02-06-2024,Los Angeles Sparks,68,Phoenix Mercury,87,2024,Commissioner's Cup Game,Sunday,Phoenix Mercury,Los Angeles Sparks
04-06-2024,New York Liberty,88,Chicago Sky,75,2024,Commissioner's Cup Game,Tuesday,New York Liberty,Chicago Sky
04-06-2024,Washington Mystics,59,Connecticut Sun,76,2024,Commissioner's Cup Game,Tuesday,Connecticut Sun,Washington Mystics
04-06-2024,Phoenix Mercury,62,Seattle Storm,80,2024,Commissioner's Cup Game,Tuesday,Seattle Storm,Phoenix Mercury
05-06-2024,Las Vegas Aces,95,Dallas Wings,81,2024,Commissioner's Cup Game,Wednesday,Las Vegas Aces,Dallas Wings
05-06-2024,Minnesota Lynx,86,Los Angeles Sparks,62,2024,Commissioner's Cup Game,Wednesday,Minnesota Lynx,Los Angeles Sparks
06-06-2024,New York Liberty,78,Atlanta Dream,61,2024,Commissioner's Cup Game,Thursday,New York Liberty,Atlanta Dream
06-06-2024,Chicago Sky,79,Washington Mystics,71,2024,Commissioner's Cup Game,Thursday,Chicago Sky,Washington Mystics
07-06-2024,Dallas Wings,72,Los Angeles Sparks,81,2024,Commissioner's Cup Game,Friday,Los Angeles Sparks,Dallas Wings
07-06-2024,Seattle Storm,78,Las Vegas Aces,65,2024,Commissioner's Cup Game,Friday,Seattle Storm,Las Vegas Aces
07-06-2024,Minnesota Lynx,80,Phoenix Mercury,81,2024,Commissioner's Cup Game,Friday,Phoenix Mercury,Minnesota Lynx
07-06-2024,Indiana Fever,85,Washington Mystics,83,2024,Commissioner's Cup Game,Friday,Indiana Fever,Washington Mystics
08-06-2024,Atlanta Dream,89,Chicago Sky,80,2024,Commissioner's Cup Game,Saturday,Atlanta Dream,Chicago Sky
08-06-2024,New York Liberty,82,Connecticut Sun,75,2024,Commissioner's Cup Game,Saturday,New York Liberty,Connecticut Sun
09-06-2024,Phoenix Mercury,97,Dallas Wings,90,2024,Commissioner's Cup Game,Sunday,Phoenix Mercury,Dallas Wings
09-06-2024,Las Vegas Aces,92,Los Angeles Sparks,96,2024,Commissioner's Cup Game,Sunday,Los Angeles Sparks,Las Vegas Aces
09-06-2024,Seattle Storm,64,Minnesota Lynx,83,2024,Commissioner's Cup Game,Sunday,Minnesota Lynx,Seattle Storm
09-06-2024,Washington Mystics,88,New York Liberty,93,2024,Commissioner's Cup Game,Sunday,New York Liberty,Washington Mystics
10-06-2024,Indiana Fever,72,Connecticut Sun,89,2024,Commissioner's Cup Game,Monday,Connecticut Sun,Indiana Fever
11-06-2024,Washington Mystics,87,Atlanta Dream,68,2024,Commissioner's Cup Game,Tuesday,Washington Mystics,Atlanta Dream
11-06-2024,Minnesota Lynx,100,Las Vegas Aces,86,2024,Commissioner's Cup Game,Tuesday,Las Vegas Aces,Minnesota Lynx
11-06-2024,Los Angeles Sparks,79,Seattle Storm,95,2024,Commissioner's Cup Game,Tuesday,Seattle Storm,Los Angeles Sparks
12-06-2024,Connecticut Sun,83,Chicago Sky,75,2024,Commissioner's Cup Game,Wednesday,Connecticut Sun,Chicago Sky
13-06-2024,Seattle Storm,92,Dallas Wings,84,2024,Commissioner's Cup Game,Thursday,Seattle Storm,Dallas Wings
13-06-2024,Atlanta Dream,84,Indiana Fever,91,2024,Commissioner's Cup Game,Thursday,Indiana Fever,Atlanta Dream
13-06-2024,Las Vegas Aces,103,Phoenix Mercury,99,2024,Commissioner's Cup Game,Thursday,Phoenix Mercury,Las Vegas Aces
14-06-2024,Los Angeles Sparks,76,Minnesota Lynx,81,2024,,Friday,Minnesota Lynx,Los Angeles Sparks
14-06-2024,Chicago Sky,81,Washington Mystics,83,2024,,Friday,Washington Mystics,Chicago Sky
15-06-2024,Connecticut Sun,85,Dallas Wings,67,2024,,Saturday,Connecticut Sun,Dallas Wings
15-06-2024,New York Liberty,90,Las Vegas Aces,82,2024,,Saturday,New York Liberty,Las Vegas Aces
16-06-2024,Los Angeles Sparks,74,Atlanta Dream,87,2024,,Sunday,Atlanta Dream,Los Angeles Sparks
16-06-2024,Chicago Sky,83,Indiana Fever,91,2024,,Sunday,Indiana Fever,Chicago Sky
16-06-2024,Seattle Storm,78,Phoenix Mercury,87,2024,,Sunday,Phoenix Mercury,Seattle Storm
17-06-2024,Dallas Wings,78,Minnesota Lynx,90,2024,,Monday,Minnesota Lynx,Dallas Wings
18-06-2024,Los Angeles Sparks,70,Connecticut Sun,79,2024,,Tuesday,Connecticut Sun,Los Angeles Sparks
18-06-2024,New York Liberty,93,Phoenix Mercury,99,2024,,Tuesday,Phoenix Mercury,New York Liberty
19-06-2024,Washington Mystics,81,Indiana Fever,88,2024,,Wednesday,Indiana Fever,Washington Mystics
19-06-2024,Seattle Storm,83,Las Vegas Aces,94,2024,,Wednesday,Las Vegas Aces,Seattle Storm
19-06-2024,Atlanta Dream,55,Minnesota Lynx,68,2024,,Wednesday,Minnesota Lynx,Atlanta Dream
20-06-2024,Dallas Wings,72,Chicago Sky,83,2024,,Thursday,Chicago Sky,Dallas Wings
20-06-2024,Los Angeles Sparks,80,New York Liberty,93,2024,,Thursday,New York Liberty,Los Angeles Sparks
21-06-2024,Indiana Fever,91,Atlanta Dream,79,2024,,Friday,Indiana Fever,Atlanta Dream
21-06-2024,Connecticut Sun,74,Las Vegas Aces,85,2024,,Friday,Las Vegas Aces,Connecticut Sun
22-06-2024,Phoenix Mercury,60,Minnesota Lynx,73,2024,,Saturday,Minnesota Lynx,Phoenix Mercury
22-06-2024,Los Angeles Sparks,88,New York Liberty,98,2024,,Saturday,New York Liberty,Los Angeles Sparks
22-06-2024,Dallas Wings,69,Washington Mystics,97,2024,,Saturday,Washington Mystics,Dallas Wings
23-06-2024,New York Liberty,96,Atlanta Dream,75,2024,,Sunday,New York Liberty,Atlanta Dream
23-06-2024,Indiana Fever,87,Chicago Sky,88,2024,,Sunday,Chicago Sky,Indiana Fever
23-06-2024,Connecticut Sun,61,Seattle Storm,72,2024,,Sunday,Seattle Storm,Connecticut Sun
23-06-2024,Dallas Wings,84,Washington Mystics,92,2024,,Sunday,Washington Mystics,Dallas Wings
27-06-2024,Las Vegas Aces,95,Chicago Sky,83,2024,,Thursday,Las Vegas Aces,Chicago Sky
27-06-2024,Minnesota Lynx,88,Dallas Wings,94,2024,,Thursday,Dallas Wings,Minnesota Lynx
27-06-2024,Indiana Fever,77,Seattle Storm,89,2024,,Thursday,Seattle Storm,Indiana Fever
27-06-2024,Connecticut Sun,94,Washington Mystics,91,2024,,Thursday,Connecticut Sun,Washington Mystics
28-06-2024,Atlanta Dream,78,Connecticut Sun,74,2024,,Friday,Atlanta Dream,Connecticut Sun
28-06-2024,Los Angeles Sparks,78,Phoenix Mercury,92,2024,,Friday,Phoenix Mercury,Los Angeles Sparks
29-06-2024,Dallas Wings,76,Seattle Storm,97,2024,,Saturday,Seattle Storm,Dallas Wings
29-06-2024,Las Vegas Aces,88,Washington Mystics,77,2024,,Saturday,Las Vegas Aces,Washington Mystics
30-06-2024,Minnesota Lynx,70,Chicago Sky,62,2024,,Sunday,Minnesota Lynx,Chicago Sky
30-06-2024,Atlanta Dream,75,New York Liberty,81,2024,,Sunday,New York Liberty,Atlanta Dream
30-06-2024,Indiana Fever,88,Phoenix Mercury,82,2024,,Sunday,Indiana Fever,Phoenix Mercury
01-07-2024,Connecticut Sun,83,Phoenix Mercury,72,2024,,Monday,Connecticut Sun,Phoenix Mercury
01-07-2024,Dallas Wings,71,Seattle Storm,95,2024,,Monday,Seattle Storm,Dallas Wings
02-07-2024,Chicago Sky,85,Atlanta Dream,77,2024,,Tuesday,Chicago Sky,Atlanta Dream
02-07-2024,Washington Mystics,82,Los Angeles Sparks,80,2024,,Tuesday,Washington Mystics,Los Angeles Sparks
02-07-2024,Indiana Fever,69,Las Vegas Aces,88,2024,,Tuesday,Las Vegas Aces,Indiana Fever
02-07-2024,Minnesota Lynx,67,New York Liberty,76,2024,,Tuesday,New York Liberty,Minnesota Lynx
03-07-2024,Phoenix Mercury,104,Dallas Wings,96,2024,,Wednesday,Dallas Wings,Phoenix Mercury
04-07-2024,Washington Mystics,77,Las Vegas Aces,98,2024,,Thursday,Las Vegas Aces,Washington Mystics
04-07-2024,Connecticut Sun,78,Minnesota Lynx,73,2024,,Thursday,Connecticut Sun,Minnesota Lynx
05-07-2024,Atlanta Dream,82,Dallas Wings,85,2024,,Friday,Dallas Wings,Atlanta Dream
05-07-2024,Las Vegas Aces,93,Los Angeles Sparks,98,2024,,Friday,Los Angeles Sparks,Las Vegas Aces
05-07-2024,Chicago Sky,88,Seattle Storm,84,2024,,Friday,Chicago Sky,Seattle Storm
06-07-2024,New York Liberty,78,Indiana Fever,83,2024,,Saturday,Indiana Fever,New York Liberty
06-07-2024,Washington Mystics,67,Minnesota Lynx,74,2024,,Saturday,Minnesota Lynx,Washington Mystics
07-07-2024,Atlanta Dream,67,Connecticut Sun,80,2024,,Sunday,Connecticut Sun,Atlanta Dream
07-07-2024,Phoenix Mercury,84,Los Angeles Sparks,78,2024,,Sunday,Phoenix Mercury,Los Angeles Sparks
07-07-2024,Dallas Wings,85,Las Vegas Aces,104,2024,,Sunday,Dallas Wings,Las Vegas Aces
07-07-2024,Chicago Sky,71,Seattle Storm,84,2024,,Sunday,Seattle Storm,Chicago Sky
09-07-2024,Minnesota Lynx,82,Los Angeles Sparks,67,2024,,Tuesday,Minnesota Lynx,Los Angeles Sparks
10-07-2024,Atlanta Dream,69,Chicago Sky,78,2024,,Wednesday,Chicago Sky,Atlanta Dream
10-07-2024,New York Liberty,71,Connecticut Sun,68,2024,,Wednesday,New York Liberty,Connecticut Sun
10-07-2024,Washington Mystics,89,Indiana Fever,84,2024,,Wednesday,Washington Mystics,Indiana Fever
10-07-2024,Dallas Wings,84,Phoenix Mercury,100,2024,,Wednesday,Dallas Wings,Phoenix Mercury
10-07-2024,Las Vegas Aces,84,Seattle Storm,79,2024,,Wednesday,Las Vegas Aces,Seattle Storm
11-07-2024,Chicago Sky,76,New York Liberty,91,2024,,Thursday,New York Liberty,Chicago Sky
12-07-2024,Las Vegas Aces,84,Atlanta Dream,70,2024,,Friday,Las Vegas Aces,Atlanta Dream
12-07-2024,Phoenix Mercury,86,Indiana Fever,95,2024,,Friday,Indiana Fever,Phoenix Mercury
12-07-2024,Minnesota Lynx,63,Seattle Storm,91,2024,,Friday,Seattle Storm,Minnesota Lynx
13-07-2024,New York Liberty,81,Chicago Sky,67,2024,,Saturday,New York Liberty,Chicago Sky
13-07-2024,Los Angeles Sparks,87,Dallas Wings,81,2024,,Saturday,Los Angeles Sparks,Dallas Wings
14-07-2024,Phoenix Mercury,69,Connecticut Sun,96,2024,,Sunday,Connecticut Sun,Phoenix Mercury
14-07-2024,Indiana Fever,81,Minnesota Lynx,74,2024,,Sunday,Indiana Fever,Minnesota Lynx
14-07-2024,Atlanta Dream,70,Seattle Storm,81,2024,,Sunday,Seattle Storm,Atlanta Dream
14-07-2024,Las Vegas Aces,89,Washington Mystics,77,2024,,Sunday,Las Vegas Aces,Washington Mystics
16-07-2024,Seattle Storm,89,Los Angeles Sparks,83,2024,,Tuesday,Seattle Storm,Los Angeles Sparks
16-07-2024,Chicago Sky,93,Las Vegas Aces,85,2024,,Tuesday,Chicago Sky,Las Vegas Aces
16-07-2024,Connecticut Sun,74,New York Liberty,82,2024,,Tuesday,New York Liberty,Connecticut Sun
16-07-2024,Phoenix Mercury,96,Washington Mystics,87,2024,,Tuesday,Phoenix Mercury,Washington Mystics
17-07-2024,Indiana Fever,93,Dallas Wings,101,2024,,Wednesday,Indiana Fever,Dallas Wings
17-07-2024,Atlanta Dream,79,Minnesota Lynx,86,2024,,Wednesday,Minnesota Lynx,Atlanta Dream
15-08-2024,Phoenix Mercury,85,Chicago Sky,65,2024,,Thursday,Phoenix Mercury,Chicago Sky
15-08-2024,New York Liberty,103,Los Angeles Sparks,68,2024,,Thursday,Los Angeles Sparks,New York Liberty
15-08-2024,Washington Mystics,68,Minnesota Lynx,79,2024,,Thursday,Minnesota Lynx,Washington Mystics
16-08-2024,Seattle Storm,81,Atlanta Dream,83,2024,,Friday,Atlanta Dream,Seattle Storm
16-08-2024,Connecticut Sun,109,Dallas Wings,91,2024,,Friday,Dallas Wings,Connecticut Sun
16-08-2024,Phoenix Mercury,89,Indiana Fever,98,2024,,Friday,Indiana Fever,Phoenix Mercury
17-08-2024,Chicago Sky,90,Los Angeles Sparks,86,2024,,Saturday,Chicago Sky,Los Angeles Sparks
17-08-2024,New York Liberty,79,Las Vegas Aces,67,2024,,Saturday,New York Liberty,Las Vegas Aces
17-08-2024,Minnesota Lynx,99,Washington Mystics,83,2024,,Saturday,Minnesota Lynx,Washington Mystics
18-08-2024,Connecticut Sun,70,Atlanta Dream,82,2024,,Sunday,Atlanta Dream,Connecticut Sun
18-08-2024,Seattle Storm,75,Indiana Fever,92,2024,,Sunday,Indiana Fever,Seattle Storm
18-08-2024,Los Angeles Sparks,71,Las Vegas Aces,87,2024,,Sunday,Las Vegas Aces,Los Angeles Sparks
18-08-2024,Chicago Sky,68,Phoenix Mercury,86,2024,,Sunday,Phoenix Mercury,Chicago Sky
20-08-2024,Los Angeles Sparks,61,Connecticut Sun,69,2024,,Tuesday,Connecticut Sun,Los Angeles Sparks
20-08-2024,Dallas Wings,74,New York Liberty,94,2024,,Tuesday,New York Liberty,Dallas Wings
20-08-2024,Seattle Storm,83,Washington Mystics,77,2024,,Tuesday,Seattle Storm,Washington Mystics
21-08-2024,Phoenix Mercury,63,Atlanta Dream,72,2024,,Wednesday,Atlanta Dream,Phoenix Mercury
21-08-2024,Minnesota Lynx,98,Las Vegas Aces,87,2024,,Wednesday,Minnesota Lynx,Las Vegas Aces
22-08-2024,Dallas Wings,71,New York Liberty,79,2024,,Thursday,New York Liberty,Dallas Wings
23-08-2024,Phoenix Mercury,82,Atlanta Dream,80,2024,,Friday,Phoenix Mercury,Atlanta Dream
23-08-2024,Chicago Sky,80,Connecticut Sun,82,2024,,Friday,Connecticut Sun,Chicago Sky
23-08-2024,Las Vegas Aces,74,Minnesota Lynx,87,2024,,Friday,Minnesota Lynx,Las Vegas Aces
23-08-2024,Los Angeles Sparks,74,Washington Mystics,80,2024,,Friday,Washington Mystics,Los Angeles Sparks
24-08-2024,Indiana Fever,80,Minnesota Lynx,90,2024,,Saturday,Minnesota Lynx,Indiana Fever
24-08-2024,Connecticut Sun,72,New York Liberty,64,2024,,Saturday,Connecticut Sun,New York Liberty
25-08-2024,Las Vegas Aces,77,Chicago Sky,75,2024,,Sunday,Las Vegas Aces,Chicago Sky
25-08-2024,Los Angeles Sparks,110,Dallas Wings,113,2024,,Sunday,Dallas Wings,Los Angeles Sparks
26-08-2024,Indiana Fever,84,Atlanta Dream,79,2024,,Monday,Indiana Fever,Atlanta Dream
26-08-2024,New York Liberty,84,Phoenix Mercury,70,2024,,Monday,New York Liberty,Phoenix Mercury
26-08-2024,Washington Mystics,74,Seattle Storm,72,2024,,Monday,Washington Mystics,Seattle Storm
27-08-2024,Las Vegas Aces,90,Dallas Wings,93,2024,,Tuesday,Dallas Wings,Las Vegas Aces
28-08-2024,Washington Mystics,74,Chicago Sky,70,2024,,Wednesday,Washington Mystics,Chicago Sky
28-08-2024,Connecticut Sun,80,Indiana Fever,84,2024,,Wednesday,Indiana Fever,Connecticut Sun
28-08-2024,New York Liberty,88,Los Angeles Sparks,94,2024,,Wednesday,Los Angeles Sparks,New York Liberty
28-08-2024,Minnesota Lynx,89,Phoenix Mercury,76,2024,,Wednesday,Minnesota Lynx,Phoenix Mercury
28-08-2024,Atlanta Dream,81,Seattle Storm,85,2024,,Wednesday,Seattle Storm,Atlanta Dream
30-08-2024,Indiana Fever,100,Chicago Sky,81,2024,,Friday,Chicago Sky,Indiana Fever
30-08-2024,Minnesota Lynx,76,Dallas Wings,94,2024,,Friday,Dallas Wings,Minnesota Lynx
30-08-2024,Atlanta Dream,72,Las Vegas Aces,83,2024,,Friday,Las Vegas Aces,Atlanta Dream
30-08-2024,New York Liberty,98,Seattle Storm,85,2024,,Friday,New York Liberty,Seattle Storm
31-08-2024,Connecticut Sun,96,Washington Mystics,85,2024,,Saturday,Connecticut Sun,Washington Mystics
01-09-2024,Seattle Storm,86,Connecticut Sun,93,2024,,Sunday,Connecticut Sun,Seattle Storm
01-09-2024,Indiana Fever,100,Dallas Wings,93,2024,,Sunday,Dallas Wings,Indiana Fever
01-09-2024,Atlanta Dream,80,Los Angeles Sparks,62,2024,,Sunday,Atlanta Dream,Los Angeles Sparks
01-09-2024,Chicago Sky,74,Minnesota Lynx,79,2024,,Sunday,Minnesota Lynx,Chicago Sky
01-09-2024,Las Vegas Aces,97,Phoenix Mercury,79,2024,,Sunday,Las Vegas Aces,Phoenix Mercury
03-09-2024,Seattle Storm,71,Connecticut Sun,64,2024,,Tuesday,Seattle Storm,Connecticut Sun
03-09-2024,Washington Mystics,90,Dallas Wings,86,2024,,Tuesday,Washington Mystics,Dallas Wings
03-09-2024,Chicago Sky,71,Las Vegas Aces,90,2024,,Tuesday,Las Vegas Aces,Chicago Sky
03-09-2024,Atlanta Dream,66,Phoenix Mercury,74,2024,,Tuesday,Phoenix Mercury,Atlanta Dream
04-09-2024,Los Angeles Sparks,86,Indiana Fever,93,2024,,Wednesday,Indiana Fever,Los Angeles Sparks
05-09-2024,Seattle Storm,70,New York Liberty,77,2024,,Thursday,New York Liberty,Seattle Storm
05-09-2024,Washington Mystics,90,Phoenix Mercury,77,2024,,Thursday,Washington Mystics,Phoenix Mercury
06-09-2024,Dallas Wings,96,Atlanta Dream,107,2024,,Friday,Dallas Wings,Atlanta Dream
06-09-2024,Los Angeles Sparks,78,Chicago Sky,92,2024,,Friday,Chicago Sky,Los Angeles Sparks
06-09-2024,Las Vegas Aces,72,Connecticut Sun,67,2024,,Friday,Las Vegas Aces,Connecticut Sun
06-09-2024,Minnesota Lynx,99,Indiana Fever,88,2024,,Friday,Minnesota Lynx,Indiana Fever
07-09-2024,Phoenix Mercury,66,Seattle Storm,90,2024,,Saturday,Seattle Storm,Phoenix Mercury
08-09-2024,Dallas Wings,77,Chicago Sky,92,2024,,Sunday,Chicago Sky,Dallas Wings
08-09-2024,Atlanta Dream,100,Indiana Fever,104,2024,,Sunday,Indiana Fever,Atlanta Dream
08-09-2024,Connecticut Sun,79,Los Angeles Sparks,67,2024,,Sunday,Connecticut Sun,Los Angeles Sparks
08-09-2024,Las Vegas Aces,71,New York Liberty,75,2024,,Sunday,New York Liberty,Las Vegas Aces
08-09-2024,Minnesota Lynx,78,Washington Mystics,71,2024,,Sunday,Minnesota Lynx,Washington Mystics
10-09-2024,Minnesota Lynx,76,Atlanta Dream,64,2024,,Tuesday,Minnesota Lynx,Atlanta Dream
10-09-2024,New York Liberty,105,Dallas Wings,91,2024,,Tuesday,Dallas Wings,New York Liberty
10-09-2024,Connecticut Sun,86,Los Angeles Sparks,66,2024,,Tuesday,Connecticut Sun,Los Angeles Sparks
11-09-2024,Washington Mystics,89,Chicago Sky,58,2024,,Wednesday,Washington Mystics,Chicago Sky
11-09-2024,Las Vegas Aces,86,Indiana Fever,75,2024,,Wednesday,Las Vegas Aces,Indiana Fever
11-09-2024,Seattle Storm,90,Los Angeles Sparks,82,2024,,Wednesday,Seattle Storm,Los Angeles Sparks
12-09-2024,New York Liberty,99,Dallas Wings,67,2024,,Thursday,New York Liberty,Dallas Wings
13-09-2024,Washington Mystics,72,Atlanta Dream,69,2024,,Friday,Washington Mystics,Atlanta Dream
13-09-2024,Seattle Storm,83,Dallas Wings,81,2024,,Friday,Seattle Storm,Dallas Wings
13-09-2024,Las Vegas Aces,78,Indiana Fever,74,2024,,Friday,Las Vegas Aces,Indiana Fever
13-09-2024,Chicago Sky,66,Minnesota Lynx,83,2024,,Friday,Minnesota Lynx,Chicago Sky
13-09-2024,Connecticut Sun,88,Phoenix Mercury,69,2024,,Friday,Connecticut Sun,Phoenix Mercury
15-09-2024,Phoenix Mercury,93,Chicago Sky,88,2024,,Sunday,Phoenix Mercury,Chicago Sky
15-09-2024,Dallas Wings,109,Indiana Fever,110,2024,,Sunday,Indiana Fever,Dallas Wings
15-09-2024,Connecticut Sun,71,Las Vegas Aces,84,2024,,Sunday,Las Vegas Aces,Connecticut Sun
15-09-2024,Minnesota Lynx,88,New York Liberty,79,2024,,Sunday,Minnesota Lynx,New York Liberty
15-09-2024,Los Angeles Sparks,87,Seattle Storm,90,2024,,Sunday,Seattle Storm,Los Angeles Sparks
15-09-2024,Atlanta Dream,76,Washington Mystics,73,2024,,Sunday,Atlanta Dream,Washington Mystics
17-09-2024,Chicago Sky,70,Atlanta Dream,86,2024,,Tuesday,Atlanta Dream,Chicago Sky
17-09-2024,Minnesota Lynx,78,Connecticut Sun,76,2024,,Tuesday,Minnesota Lynx,Connecticut Sun
17-09-2024,Phoenix Mercury,85,Los Angeles Sparks,81,2024,,Tuesday,Phoenix Mercury,Los Angeles Sparks
17-09-2024,Las Vegas Aces,85,Seattle Storm,72,2024,,Tuesday,Las Vegas Aces,Seattle Storm
17-09-2024,New York Liberty,87,Washington Mystics,71,2024,,Tuesday,New York Liberty,Washington Mystics
19-09-2024,Chicago Sky,54,Connecticut Sun,87,2024,,Thursday,Connecticut Sun,Chicago Sky
